Origin,Destination,Cabin,Booking Class,Booking Class Fare USD,Airline,Flight number,Dep_Date,Dep_time,match_key,overbooking,no_show,denied_boarding,cancellation
BBB,DDD,J,C,600.01,AA,324,2023-11-03, 10:55,BBB_DDD_J_C_AA_324_2023-11-03_ 10:55,0.13169952026578596,0.08720155309480399,0.0026339904053157195,0.04425079574186147
BBB,DDD,Y,G,179.8,AA,324,2023-12-03, 10:55,BBB_DDD_Y_G_AA_324_2023-12-03_ 10:55,0.2587142266329799,0.17911668876978146,0.005174284532659597,0.07911198738433844
BBB,DDD,Y,M,158.58,AA,324,2023-12-03, 10:55,BBB_DDD_Y_M_AA_324_2023-12-03_ 10:55,0.15585637927282597,0.09930221697371341,0.0031171275854565196,0.056261653686137614
BBB,DDD,Y,S,90.92,AA,324,2023-12-03, 10:55,BBB_DDD_Y_S_AA_324_2023-12-03_ 10:55,0.2564189438584708,0.17809214841275048,0.005128378877169416,0.07784555271469784
BBB,DDD,Y,Y,736.38,AA,324,2023-12-03, 10:55,BBB_DDD_Y_Y_AA_324_2023-12-03_ 10:55,0.08135741173889215,0.053290423087905714,0.001627148234777843,0.027914298438535667
BBB,DDD,Y,L,336.38,AA,324,2023-12-03, 10:55,BBB_DDD_Y_L_AA_324_2023-12-03_ 10:55,0.17406408405310803,0.12770060308854803,0.003481281681062161,0.046036800439626185
BBB,DDD,Y,R,290.92,AA,324,2023-12-03, 10:55,BBB_DDD_Y_R_AA_324_2023-12-03_ 10:55,0.15128178916563836,0.105893268579369,0.0030256357833127676,0.04510459748653054
BBB,DDD,Y,E,263.65,AA,324,2023-12-03, 10:55,BBB_DDD_Y_E_AA_324_2023-12-03_ 10:55,0.15909063815029315,0.10597434604579917,0.003181812763005863,0.05281771348923448
BBB,DDD,Y,K,400.01,AA,324,2023-12-03, 10:55,BBB_DDD_Y_K_AA_324_2023-12-03_ 10:55,0.12185261497539614,0.07990510701181021,0.0024370522995079227,0.04171881703954342
BBB,DDD,Y,Q,154.56,AA,324,2023-12-03, 10:55,BBB_DDD_Y_Q_AA_324_2023-12-03_ 10:55,0.2348713278153981,0.15613159743238608,0.004697426556307962,0.07829892785284033
BBB,DDD,J,D,452.59,AA,324,2023-12-03, 10:55,BBB_DDD_J_D_AA_324_2023-12-03_ 10:55,0.16104391173732532,0.12422155577533756,0.0032208782347465065,0.03652011147594151
BBB,DDD,Y,W,554.56,AA,324,2023-12-03, 10:55,BBB_DDD_Y_W_AA_324_2023-12-03_ 10:55,0.22369572280542036,0.16224656080521982,0.004473914456108407,0.061029333656237125
BBB,DDD,J,J,836.38,AA,324,2023-12-03, 10:55,BBB_DDD_J_J_AA_324_2023-12-03_ 10:55,0.05545283334209191,0.03590212558423637,0.0011090566668418382,0.019446634819409867
BBB,DDD,Y,P,172.74,AA,324,2023-12-03, 10:55,BBB_DDD_Y_P_AA_324_2023-12-03_ 10:55,0.1685771360775977,0.12903079677302245,0.003371542721551954,0.0392299565906728
BBB,DDD,J,C,600.01,AA,324,2023-12-03, 10:55,BBB_DDD_J_C_AA_324_2023-12-03_ 10:55,0.15561334087483203,0.11781628427463255,0.0031122668174966405,0.0375050041175737
BBB,DDD,Y,V,190.92,AA,324,2023-12-03, 10:55,BBB_DDD_Y_V_AA_324_2023-12-03_ 10:55,0.2865251867015439,0.21419799452272145,0.005730503734030878,0.07178944656112309
BBB,DDD,Y,I,109.1,AA,324,2023-12-03, 10:55,BBB_DDD_Y_I_AA_324_2023-12-03_ 10:55,0.15885213209464377,0.11739488051066363,0.0031770426418928754,0.041159120592846474
BBB,DDD,Y,O,245.47,AA,324,2023-12-03, 10:55,BBB_DDD_Y_O_AA_324_2023-12-03_ 10:55,0.1687958587187361,0.11882121897088355,0.003375917174374722,0.04965784653900156
BBB,DDD,Y,B,645.47,AA,324,2023-12-03, 10:55,BBB_DDD_Y_B_AA_324_2023-12-03_ 10:55,0.10180145756746574,0.0652235322038127,0.002036029151349315,0.03638686611223953
BBB,DDD,Y,H,463.65,AA,324,2023-12-03, 10:55,BBB_DDD_Y_H_AA_324_2023-12-03_ 10:55,0.13692682206111667,0.09224477728826112,0.0027385364412223336,0.044425062832257195
BBB,DDD,Y,N,218.2,AA,324,2023-12-03, 10:55,BBB_DDD_Y_N_AA_324_2023-12-03_ 10:55,0.16403470120043978,0.11347200864445602,0.0032806940240087956,0.05025483500692632
BBB,DDD,Y,T,136.38,AA,324,2023-12-03, 10:55,BBB_DDD_Y_T_AA_324_2023-12-03_ 10:55,0.2478344010122247,0.1697476071616462,0.004956688020244494,0.07762166244417866
BBB,DDD,Y,Y,736.38,AA,324,2023-10-04, 10:55,BBB_DDD_Y_Y_AA_324_2023-10-04_ 10:55,0.08654521609938191,0.05900116148146866,0.0017309043219876383,0.02738162802210139
BBB,DDD,J,J,836.38,AA,324,2023-10-04, 10:55,BBB_DDD_J_J_AA_324_2023-10-04_ 10:55,0.041868736018468654,0.024006229009184775,0.0008373747203693731,0.01778392847462962
BBB,DDD,Y,O,245.47,AA,324,2023-10-04, 10:55,BBB_DDD_Y_O_AA_324_2023-10-04_ 10:55,0.14961402443135338,0.110485928800306,0.0029922804886270676,0.03884730256391596
BBB,DDD,Y,B,645.47,AA,324,2023-10-04, 10:55,BBB_DDD_Y_B_AA_324_2023-10-04_ 10:55,0.10101049090721446,0.06552373494797326,0.0020202098181442895,0.03529718118065954
BBB,DDD,Y,P,172.74,AA,324,2023-10-04, 10:55,BBB_DDD_Y_P_AA_324_2023-10-04_ 10:55,0.136294542776744,0.0859094744801295,0.00272589085553488,0.05012927300706853
BBB,DDD,J,C,600.01,AA,324,2023-10-04, 10:55,BBB_DDD_J_C_AA_324_2023-10-04_ 10:55,0.16680918897280014,0.11324277590328413,0.0033361837794560027,0.053253348408797196
BBB,DDD,Y,V,190.92,AA,324,2023-10-04, 10:55,BBB_DDD_Y_V_AA_324_2023-10-04_ 10:55,0.2525603107394305,0.16387382931819228,0.0050512062147886104,0.08821248050750216
BBB,DDD,Y,I,109.1,AA,324,2023-10-04, 10:55,BBB_DDD_Y_I_AA_324_2023-10-04_ 10:55,0.15643291607529652,0.11257936693655818,0.0031286583215059307,0.04355995849125696
BBB,DDD,J,D,452.59,AA,324,2023-10-04, 10:55,BBB_DDD_J_D_AA_324_2023-10-04_ 10:55,0.15115928613815735,0.11065126001546816,0.003023185722763147,0.040224332934557606
BBB,DDD,Y,W,554.56,AA,324,2023-10-04, 10:55,BBB_DDD_Y_W_AA_324_2023-10-04_ 10:55,0.2074298332737041,0.12700193366529167,0.004148596665474082,0.08003859881043673
BBB,DDD,Y,K,400.01,AA,324,2023-10-04, 10:55,BBB_DDD_Y_K_AA_324_2023-10-04_ 10:55,0.12126232380939142,0.07105109446120884,0.0024252464761878286,0.04998364627260303
BBB,DDD,Y,Q,154.56,AA,324,2023-10-04, 10:55,BBB_DDD_Y_Q_AA_324_2023-10-04_ 10:55,0.1920336657381664,0.12037087023214155,0.0038406733147633284,0.07130238997452436
BBB,DDD,Y,L,336.38,AA,324,2023-10-04, 10:55,BBB_DDD_Y_L_AA_324_2023-10-04_ 10:55,0.14345198022705863,0.09375710933212382,0.0028690396045411726,0.04942564264800324
BBB,DDD,Y,R,290.92,AA,324,2023-10-04, 10:55,BBB_DDD_Y_R_AA_324_2023-10-04_ 10:55,0.1236743403551458,0.08389724038757786,0.0024734868071029158,0.03954499006018614
BBB,DDD,Y,E,263.65,AA,324,2023-10-04, 10:55,BBB_DDD_Y_E_AA_324_2023-10-04_ 10:55,0.15197685812755599,0.11109411714745221,0.00303953716255112,0.04059751338670918
BBB,DDD,Y,S,90.92,AA,324,2023-10-04, 10:55,BBB_DDD_Y_S_AA_324_2023-10-04_ 10:55,0.22821944654315168,0.14413851364803487,0.004564388930863034,0.08365261450305798
BBB,DDD,Y,T,136.38,AA,324,2023-10-04, 10:55,BBB_DDD_Y_T_AA_324_2023-10-04_ 10:55,0.22426783437552053,0.15493523037785345,0.004485356687510411,0.06891170192439845
BBB,DDD,Y,G,179.8,AA,324,2023-10-04, 10:55,BBB_DDD_Y_G_AA_324_2023-10-04_ 10:55,0.21600101645548278,0.14077544874360032,0.004320020329109656,0.07482018066247607
BBB,DDD,Y,M,158.58,AA,324,2023-10-04, 10:55,BBB_DDD_Y_M_AA_324_2023-10-04_ 10:55,0.1545538957572282,0.09919376392795337,0.003091077915144564,0.055070067695302594
BBB,DDD,Y,H,463.65,AA,324,2023-10-04, 10:55,BBB_DDD_Y_H_AA_324_2023-10-04_ 10:55,0.09859431507188136,0.0627754317436841,0.0019718863014376274,0.035633843187502054
BBB,DDD,Y,N,218.2,AA,324,2023-10-04, 10:55,BBB_DDD_Y_N_AA_324_2023-10-04_ 10:55,0.17631847670651005,0.1261530396993061,0.003526369534130201,0.0498345254763195
BBB,DDD,Y,Y,736.38,AA,324,2023-11-04, 10:55,BBB_DDD_Y_Y_AA_324_2023-11-04_ 10:55,0.09054394203490303,0.06327821473591552,0.0018108788406980606,0.02709579596206384
BBB,DDD,J,J,836.38,AA,324,2023-11-04, 10:55,BBB_DDD_J_J_AA_324_2023-11-04_ 10:55,0.0516812110263453,0.03442153288153569,0.001033624220526906,0.017162683723248473
BBB,DDD,Y,H,463.65,AA,324,2023-11-04, 10:55,BBB_DDD_Y_H_AA_324_2023-11-04_ 10:55,0.11989056296417032,0.0865881995395971,0.0023978112592834065,0.03307735484651529
BBB,DDD,Y,N,218.2,AA,324,2023-11-04, 10:55,BBB_DDD_Y_N_AA_324_2023-11-04_ 10:55,0.18864621267931483,0.13603565804854198,0.003772924253586297,0.05225650661380198
BBB,DDD,Y,T,136.38,AA,324,2023-11-04, 10:55,BBB_DDD_Y_T_AA_324_2023-11-04_ 10:55,0.2341337439763491,0.147522922352663,0.004682674879526982,0.0861714033783715
BBB,DDD,Y,G,179.8,AA,324,2023-11-04, 10:55,BBB_DDD_Y_G_AA_324_2023-11-04_ 10:55,0.2527373154638339,0.17825043004846403,0.005054746309276678,0.07401255230216493
BBB,DDD,Y,P,172.74,AA,324,2023-11-04, 10:55,BBB_DDD_Y_P_AA_324_2023-11-04_ 10:55,0.13869419258675783,0.09741254995607795,0.002773883851735157,0.04102134371901186
BBB,DDD,J,C,600.01,AA,324,2023-11-04, 10:55,BBB_DDD_J_C_AA_324_2023-11-04_ 10:55,0.18116572703084874,0.13979750312268424,0.0036233145406169747,0.04102821513996623
BBB,DDD,Y,V,190.92,AA,324,2023-11-04, 10:55,BBB_DDD_Y_V_AA_324_2023-11-04_ 10:55,0.2620532240330064,0.17740373650203037,0.005241064480660128,0.08415767047834627
BBB,DDD,Y,I,109.1,AA,324,2023-11-04, 10:55,BBB_DDD_Y_I_AA_324_2023-11-04_ 10:55,0.17476423962196874,0.12975286642547457,0.003495284792439375,0.04468337863144687
BBB,DDD,Y,O,245.47,AA,324,2023-11-04, 10:55,BBB_DDD_Y_O_AA_324_2023-11-04_ 10:55,0.17058734539999243,0.12502437687290033,0.0034117469079998487,0.04524281308637908
BBB,DDD,Y,B,645.47,AA,324,2023-11-04, 10:55,BBB_DDD_Y_B_AA_324_2023-11-04_ 10:55,0.10367798287355968,0.07479042424790018,0.002073559657471194,0.028692977543333064
BBB,DDD,Y,E,263.65,AA,324,2023-11-04, 10:55,BBB_DDD_Y_E_AA_324_2023-11-04_ 10:55,0.142801392142826,0.10665175497988738,0.00285602784285652,0.03588162992870491
BBB,DDD,Y,K,400.01,AA,324,2023-11-04, 10:55,BBB_DDD_Y_K_AA_324_2023-11-04_ 10:55,0.16218464876569502,0.1097448030275593,0.0032436929753139007,0.052135460336154606
BBB,DDD,Y,Q,154.56,AA,324,2023-11-04, 10:55,BBB_DDD_Y_Q_AA_324_2023-11-04_ 10:55,0.19841129470448507,0.13892946534401593,0.003968225894089701,0.059109454402938647
BBB,DDD,J,D,452.59,AA,324,2023-11-04, 10:55,BBB_DDD_J_D_AA_324_2023-11-04_ 10:55,0.16987996755797016,0.12780622485904033,0.0033975993511594035,0.04175491485297025
BBB,DDD,Y,W,554.56,AA,324,2023-11-04, 10:55,BBB_DDD_Y_W_AA_324_2023-11-04_ 10:55,0.17617738432573024,0.11697837467686897,0.003523547686514605,0.05886836291776748
BBB,DDD,Y,M,158.58,AA,324,2023-11-04, 10:55,BBB_DDD_Y_M_AA_324_2023-11-04_ 10:55,0.18775268400814035,0.13353930468532224,0.003755053680162807,0.05386100826532417
BBB,DDD,Y,S,90.92,AA,324,2023-11-04, 10:55,BBB_DDD_Y_S_AA_324_2023-11-04_ 10:55,0.25848855908028734,0.18205524605618695,0.005169771181605747,0.07594818607428135
BBB,DDD,Y,L,336.38,AA,324,2023-11-04, 10:55,BBB_DDD_Y_L_AA_324_2023-11-04_ 10:55,0.17587652258489023,0.12065972140909206,0.0035175304516978046,0.05488671909692407
BBB,DDD,Y,R,290.92,AA,324,2023-11-04, 10:55,BBB_DDD_Y_R_AA_324_2023-11-04_ 10:55,0.1751769313340696,0.12213422918343927,0.003503538626681392,0.05271393305276725
BBB,DDD,Y,Y,736.38,AA,324,2023-12-04, 10:55,BBB_DDD_Y_Y_AA_324_2023-12-04_ 10:55,0.07761816981883886,0.05186619220415757,0.0015523633963767773,0.025606305148136815
BBB,DDD,J,J,836.38,AA,324,2023-12-04, 10:55,BBB_DDD_J_J_AA_324_2023-12-04_ 10:55,0.0475810614415593,0.027783851515110883,0.0009516212288311859,0.01970791059618627
BBB,DDD,Y,T,136.38,AA,324,2023-12-04, 10:55,BBB_DDD_Y_T_AA_324_2023-12-04_ 10:55,0.2241858581790898,0.16046960028171978,0.004483717163581796,0.06329550967563843
BBB,DDD,Y,I,109.1,AA,324,2023-12-04, 10:55,BBB_DDD_Y_I_AA_324_2023-12-04_ 10:55,0.14779976434841963,0.10857503136190823,0.0029559952869683925,0.03894734489197661
BBB,DDD,Y,Q,154.56,AA,324,2023-12-04, 10:55,BBB_DDD_Y_Q_AA_324_2023-12-04_ 10:55,0.18901340275197764,0.11731366108288081,0.003780268055039553,0.07134500451601647
BBB,DDD,Y,H,463.65,AA,324,2023-12-04, 10:55,BBB_DDD_Y_H_AA_324_2023-12-04_ 10:55,0.10823171315276163,0.07060114193574822,0.0021646342630552325,0.03742744377082274
BBB,DDD,Y,G,179.8,AA,324,2023-12-04, 10:55,BBB_DDD_Y_G_AA_324_2023-12-04_ 10:55,0.20185228610158013,0.13326365241744031,0.004037045722031602,0.06820980073223328
BBB,DDD,Y,S,90.92,AA,324,2023-12-04, 10:55,BBB_DDD_Y_S_AA_324_2023-12-04_ 10:55,0.22636492517670773,0.1497674924872595,0.004527298503534154,0.07617259483168104
BBB,DDD,Y,E,263.65,AA,324,2023-12-04, 10:55,BBB_DDD_Y_E_AA_324_2023-12-04_ 10:55,0.1408753383109003,0.0927266163670033,0.002817506766218006,0.04788432949487465
BBB,DDD,Y,R,290.92,AA,324,2023-12-04, 10:55,BBB_DDD_Y_R_AA_324_2023-12-04_ 10:55,0.14073570500634813,0.09863488817254962,0.0028147141001269626,0.04183668644619726
BBB,DDD,J,D,405.52,AA,324,2023-12-04, 10:55,BBB_DDD_J_D_AA_324_2023-12-04_ 10:55,0.14060585099909276,0.09065966064652281,0.0028121170199818554,0.04968230367277027
BBB,DDD,J,C,600.01,AA,324,2023-12-04, 10:55,BBB_DDD_J_C_AA_324_2023-12-04_ 10:55,0.12167309187375505,0.0834146480266254,0.002433461837475101,0.03803008984900382
BBB,DDD,Y,P,172.74,AA,324,2023-12-04, 10:55,BBB_DDD_Y_P_AA_324_2023-12-04_ 10:55,0.15477002848064395,0.10741713267493158,0.003095400569612879,0.04706242603750531
BBB,DDD,Y,O,245.47,AA,324,2023-12-04, 10:55,BBB_DDD_Y_O_AA_324_2023-12-04_ 10:55,0.13865250435825915,0.08780450377464244,0.002773050087165183,0.050587779911709936
BBB,DDD,Y,B,645.47,AA,324,2023-12-04, 10:55,BBB_DDD_Y_B_AA_324_2023-12-04_ 10:55,0.08015042227489948,0.05016802185753504,0.0016030084454979896,0.029831975462297648
BBB,DDD,Y,N,218.2,AA,324,2023-12-04, 10:55,BBB_DDD_Y_N_AA_324_2023-12-04_ 10:55,0.1496556989377589,0.0994686155263755,0.002993113978755178,0.049906212130244196
BBB,DDD,Y,M,154.05,AA,324,2023-12-04, 10:55,BBB_DDD_Y_M_AA_324_2023-12-04_ 10:55,0.13421610349116184,0.0888952088781072,0.002684322069823237,0.0450690001031586
BBB,DDD,Y,L,336.38,AA,324,2023-12-04, 10:55,BBB_DDD_Y_L_AA_324_2023-12-04_ 10:55,0.1253331386057798,0.07893293343350499,0.002506662772115596,0.046164982060430286
BBB,DDD,Y,K,400.01,AA,324,2023-12-04, 10:55,BBB_DDD_Y_K_AA_324_2023-12-04_ 10:55,0.11167961437624428,0.06769204220307726,0.002233592287524886,0.04377797376435511
BBB,DDD,Y,W,554.56,AA,324,2023-12-04, 10:55,BBB_DDD_Y_W_AA_324_2023-12-04_ 10:55,0.16441866478216652,0.09935643246607709,0.0032883732956433304,0.06475365415068475
BBB,DDD,Y,V,190.92,AA,324,2023-12-04, 10:55,BBB_DDD_Y_V_AA_324_2023-12-04_ 10:55,0.25244887585343584,0.15218984314404382,0.0050489775170687165,0.09978524093476268
BBB,DDD,Y,Y,736.38,AA,324,2023-10-05, 10:55,BBB_DDD_Y_Y_AA_324_2023-10-05_ 10:55,0.07311403283639202,0.04965629077872181,0.0014622806567278403,0.02332052287913057
BBB,DDD,J,J,836.38,AA,324,2023-10-05, 10:55,BBB_DDD_J_J_AA_324_2023-10-05_ 10:55,0.04816902056135519,0.03040598731039776,0.0009633804112271038,0.017672630448977152
BBB,DDD,Y,P,172.74,AA,324,2023-10-05, 10:55,BBB_DDD_Y_P_AA_324_2023-10-05_ 10:55,0.15159526027285028,0.11217826422902591,0.0030319052054570057,0.03913248462682061
BBB,DDD,Y,W,554.56,AA,324,2023-10-05, 10:55,BBB_DDD_Y_W_AA_324_2023-10-05_ 10:55,0.20802518084411323,0.13873344077143482,0.004160503616882264,0.06890132193646563
BBB,DDD,J,D,395.76,AA,324,2023-10-05, 10:55,BBB_DDD_J_D_AA_324_2023-10-05_ 10:55,0.15255002540569823,0.10038192912840377,0.003051000508113965,0.05188179297325964
BBB,DDD,Y,Q,154.56,AA,324,2023-10-05, 10:55,BBB_DDD_Y_Q_AA_324_2023-10-05_ 10:55,0.20331221755768142,0.12962906882107134,0.004066244351153629,0.0733015758100727
BBB,DDD,Y,K,400.01,AA,324,2023-10-05, 10:55,BBB_DDD_Y_K_AA_324_2023-10-05_ 10:55,0.10943615660005793,0.06995516112743555,0.0021887231320011588,0.039275607547368724
BBB,DDD,Y,E,263.65,AA,324,2023-10-05, 10:55,BBB_DDD_Y_E_AA_324_2023-10-05_ 10:55,0.15658512005131126,0.10973252667272813,0.0031317024010262253,0.04655871707725734
BBB,DDD,Y,R,290.92,AA,324,2023-10-05, 10:55,BBB_DDD_Y_R_AA_324_2023-10-05_ 10:55,0.15559543784599333,0.10337481572888046,0.0031119087569198667,0.05192860323458841
BBB,DDD,Y,L,336.38,AA,324,2023-10-05, 10:55,BBB_DDD_Y_L_AA_324_2023-10-05_ 10:55,0.12771627196094054,0.0738614043982339,0.0025543254392188107,0.053615171826542865
BBB,DDD,Y,S,76.95,AA,324,2023-10-05, 10:55,BBB_DDD_Y_S_AA_324_2023-10-05_ 10:55,0.20252197543150172,0.12152179252095763,0.004050439508630034,0.08062009309704526
BBB,DDD,Y,M,153.25,AA,324,2023-10-05, 10:55,BBB_DDD_Y_M_AA_324_2023-10-05_ 10:55,0.1512096637739131,0.10593476096651995,0.003024193275478262,0.04499111507136798
BBB,DDD,Y,G,179.8,AA,324,2023-10-05, 10:55,BBB_DDD_Y_G_AA_324_2023-10-05_ 10:55,0.19875850604937623,0.11624821215331572,0.003975170120987525,0.08213726729815843
BBB,DDD,Y,T,136.38,AA,324,2023-10-05, 10:55,BBB_DDD_Y_T_AA_324_2023-10-05_ 10:55,0.222603092860991,0.1572894947671582,0.0044520618572198205,0.06489582037924392
BBB,DDD,Y,N,218.2,AA,324,2023-10-05, 10:55,BBB_DDD_Y_N_AA_324_2023-10-05_ 10:55,0.15657528259960174,0.10190114351158372,0.0031315056519920347,0.05438028124945502
BBB,DDD,Y,H,463.65,AA,324,2023-10-05, 10:55,BBB_DDD_Y_H_AA_324_2023-10-05_ 10:55,0.09055928148469325,0.0587513168822389,0.001811185629693865,0.03163800447671112
BBB,DDD,Y,B,645.47,AA,324,2023-10-05, 10:55,BBB_DDD_Y_B_AA_324_2023-10-05_ 10:55,0.08643960738908925,0.05285801641827682,0.001728792147781785,0.03341936257963943
BBB,DDD,Y,O,245.47,AA,324,2023-10-05, 10:55,BBB_DDD_Y_O_AA_324_2023-10-05_ 10:55,0.15696370642476157,0.11367810762466118,0.0031392741284952314,0.042991011974280784
BBB,DDD,Y,I,104.56,AA,324,2023-10-05, 10:55,BBB_DDD_Y_I_AA_324_2023-10-05_ 10:55,0.15087988299022398,0.10853318535908024,0.0030175976598044796,0.04206352882210813
BBB,DDD,Y,V,190.92,AA,324,2023-10-05, 10:55,BBB_DDD_Y_V_AA_324_2023-10-05_ 10:55,0.26949969948999863,0.1697892780540416,0.005389993989799973,0.09920462896430596
BBB,DDD,J,C,600.01,AA,324,2023-10-05, 10:55,BBB_DDD_J_C_AA_324_2023-10-05_ 10:55,0.12861527269493891,0.08151555739002954,0.0025723054538987784,0.04685833233939385
BBB,DDD,Y,Y,736.38,AA,324,2023-11-05, 10:55,BBB_DDD_Y_Y_AA_324_2023-11-05_ 10:55,0.08715053793508466,0.06294978131140821,0.0017430107587016932,0.024037193970095305
BBB,DDD,J,J,836.38,AA,324,2023-11-05, 10:55,BBB_DDD_J_J_AA_324_2023-11-05_ 10:55,0.055343989156595524,0.035238873795004684,0.0011068797831319105,0.020001246700069086
BBB,DDD,Y,I,104.56,AA,324,2023-11-05, 10:55,BBB_DDD_Y_I_AA_324_2023-11-05_ 10:55,0.1515537139799873,0.10307243449890677,0.003031074279599746,0.04819684603745557
BBB,DDD,Y,V,190.92,AA,324,2023-11-05, 10:55,BBB_DDD_Y_V_AA_324_2023-11-05_ 10:55,0.2515572350715864,0.17283493449306894,0.005031144701431728,0.07825018222020633
BBB,DDD,J,C,600.01,AA,324,2023-11-05, 10:55,BBB_DDD_J_C_AA_324_2023-11-05_ 10:55,0.16126853536039085,0.10844370214840862,0.003225370707207817,0.05252216715612455
BBB,DDD,Y,P,172.74,AA,324,2023-11-05, 10:55,BBB_DDD_Y_P_AA_324_2023-11-05_ 10:55,0.1622926761516194,0.1220511956423521,0.003245853523032388,0.039936892363317864
BBB,DDD,Y,B,645.47,AA,324,2023-11-05, 10:55,BBB_DDD_Y_B_AA_324_2023-11-05_ 10:55,0.09861404066826276,0.06931053002020832,0.0019722808133652552,0.02911843348669403
BBB,DDD,Y,O,245.47,AA,324,2023-11-05, 10:55,BBB_DDD_Y_O_AA_324_2023-11-05_ 10:55,0.15772432821125598,0.12004484967877053,0.0031544865642251195,0.03738346418457919
BBB,DDD,Y,Q,154.56,AA,324,2023-11-05, 10:55,BBB_DDD_Y_Q_AA_324_2023-11-05_ 10:55,0.1952632716125556,0.1257769621814477,0.0039052654322511123,0.06911984263000023
BBB,DDD,Y,K,400.01,AA,324,2023-11-05, 10:55,BBB_DDD_Y_K_AA_324_2023-11-05_ 10:55,0.15735961951575253,0.10485522713421161,0.0031471923903150507,0.052209062512737506
BBB,DDD,Y,W,554.56,AA,324,2023-11-05, 10:55,BBB_DDD_Y_W_AA_324_2023-11-05_ 10:55,0.23261454959575822,0.1645570579979671,0.0046522909919151645,0.06762092455076033
BBB,DDD,J,D,395.76,AA,324,2023-11-05, 10:55,BBB_DDD_J_D_AA_324_2023-11-05_ 10:55,0.19215584904515365,0.14251932259435166,0.003843116980903073,0.049275891607740284
BBB,DDD,Y,S,76.95,AA,324,2023-11-05, 10:55,BBB_DDD_Y_S_AA_324_2023-11-05_ 10:55,0.23803197762264272,0.16172740853632953,0.004760639552452855,0.07585783470211321
BBB,DDD,Y,E,263.65,AA,324,2023-11-05, 10:55,BBB_DDD_Y_E_AA_324_2023-11-05_ 10:55,0.18236937077417228,0.1289651344008681,0.0036473874154834456,0.05306196862691386
BBB,DDD,Y,R,290.92,AA,324,2023-11-05, 10:55,BBB_DDD_Y_R_AA_324_2023-11-05_ 10:55,0.140429990678298,0.09885150931736895,0.00280859981356596,0.041314924732800996
BBB,DDD,Y,L,336.38,AA,324,2023-11-05, 10:55,BBB_DDD_Y_L_AA_324_2023-11-05_ 10:55,0.14514008517542934,0.0929822659036792,0.002902801703508587,0.05188542281804186
BBB,DDD,Y,N,218.2,AA,324,2023-11-05, 10:55,BBB_DDD_Y_N_AA_324_2023-11-05_ 10:55,0.19689744135827641,0.12392933044335368,0.003937948827165528,0.07259857713171324
BBB,DDD,Y,H,463.65,AA,324,2023-11-05, 10:55,BBB_DDD_Y_H_AA_324_2023-11-05_ 10:55,0.12809863749004902,0.08314253001030178,0.0025619727498009805,0.04471569412643427
BBB,DDD,Y,M,153.25,AA,324,2023-11-05, 10:55,BBB_DDD_Y_M_AA_324_2023-11-05_ 10:55,0.16002331588576635,0.10624692421980399,0.003200466317715327,0.053476062616925134
BBB,DDD,Y,G,179.8,AA,324,2023-11-05, 10:55,BBB_DDD_Y_G_AA_324_2023-11-05_ 10:55,0.2009572968908009,0.12667296319570845,0.004019145937816018,0.07390718044377881
BBB,DDD,Y,T,136.38,AA,324,2023-11-05, 10:55,BBB_DDD_Y_T_AA_324_2023-11-05_ 10:55,0.2794299590803662,0.19125208555641385,0.005588599181607324,0.08765344410928488
BBB,DDD,Y,Y,736.38,AA,324,2023-12-05, 10:55,BBB_DDD_Y_Y_AA_324_2023-12-05_ 10:55,0.07142901086098682,0.047589733337261714,0.0014285802172197366,0.023705220765890732
BBB,DDD,J,J,836.38,AA,324,2023-12-05, 10:55,BBB_DDD_J_J_AA_324_2023-12-05_ 10:55,0.03951194490421566,0.024170402894670574,0.0007902388980843133,0.015267386660538536
BBB,DDD,J,D,395.76,AA,324,2023-12-05, 10:55,BBB_DDD_J_D_AA_324_2023-12-05_ 10:55,0.14491762933010283,0.10160079378503353,0.0028983525866020567,0.04304485659272391
BBB,DDD,Y,O,245.47,AA,324,2023-12-05, 10:55,BBB_DDD_Y_O_AA_324_2023-12-05_ 10:55,0.16300170585221907,0.11101828471063402,0.0032600341170443813,0.05167750230070196
BBB,DDD,Y,B,645.47,AA,324,2023-12-05, 10:55,BBB_DDD_Y_B_AA_324_2023-12-05_ 10:55,0.09800408708417273,0.05752492876013498,0.0019600817416834545,0.04029522591323354
BBB,DDD,Y,I,109.1,AA,324,2023-12-05, 10:55,BBB_DDD_Y_I_AA_324_2023-12-05_ 10:55,0.15269693470443726,0.11292343908990532,0.003053938694088745,0.03948691659361338
BBB,DDD,J,C,600.01,AA,324,2023-12-05, 10:55,BBB_DDD_J_C_AA_324_2023-12-05_ 10:55,0.15551963453857695,0.10346424443496179,0.003110392690771539,0.0517635134874542
BBB,DDD,Y,V,190.92,AA,324,2023-12-05, 10:55,BBB_DDD_Y_V_AA_324_2023-12-05_ 10:55,0.20886307271853052,0.12243882823413108,0.00417726145437061,0.0860322538069076
BBB,DDD,Y,P,172.74,AA,324,2023-12-05, 10:55,BBB_DDD_Y_P_AA_324_2023-12-05_ 10:55,0.14353503129669076,0.10301859827285385,0.002870700625933815,0.04024704890806444
BBB,DDD,Y,G,179.8,AA,324,2023-12-05, 10:55,BBB_DDD_Y_G_AA_324_2023-12-05_ 10:55,0.23307275775335298,0.14991374535002328,0.00466145515506706,0.08272158539898916
