 Origin, Destination,Cabin,Booking Class,Booking Class Fare USD,Airline,Flight number,Dep_Date,Dep_time
BBB,DDD,J,C,600.01,AA,324,2023-12-03, 10:55
BBB,DDD,Y,V,190.92,AA,324,2023-12-03, 10:55
BBB,DDD,Y,I,109.1,AA,324,2023-12-03, 10:55
BBB,DDD,Y,O,245.47,AA,324,2023-12-03, 10:55
BBB,DDD,Y,N,218.2,AA,324,2023-12-03, 10:55
BBB,DDD,Y,T,136.38,AA,324,2023-12-03, 10:55
BBB,DDD,Y,X,,AA,324,2023-12-03, 10:55
BBB,DDD,Y,Z,,AA,324,2023-12-03, 10:55
BBB,DDD,Y,O,245.47,AA,324,2023-10-04, 10:55
BBB,DDD,Y,P,172.74,AA,324,2023-10-04, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-10-04, 10:55
BBB,DDD,Y,V,190.92,AA,324,2023-10-04, 10:55
BBB,DDD,Y,L,336.38,AA,324,2023-10-04, 10:55
BBB,DDD,Y,E,263.65,AA,324,2023-10-04, 10:55
BBB,DDD,Y,Z,,AA,324,2023-10-04, 10:55
BBB,DDD,Y,H,463.65,AA,324,2023-10-04, 10:55
BBB,DDD,Y,N,218.2,AA,324,2023-10-04, 10:55
BBB,DDD,Y,N,218.2,AA,324,2023-11-04, 10:55
BBB,DDD,Y,T,136.38,AA,324,2023-11-04, 10:55
BBB,DDD,Y,Z,,AA,324,2023-11-04, 10:55
BBB,DDD,Y,P,172.74,AA,324,2023-11-04, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-11-04, 10:55
BBB,DDD,Y,V,190.92,AA,324,2023-11-04, 10:55
BBB,DDD,Y,O,245.47,AA,324,2023-11-04, 10:55
BBB,DDD,Y,X,,AA,324,2023-11-04, 10:55
BBB,DDD,Y,Q,154.56,AA,324,2023-11-04, 10:55
BBB,DDD,Y,L,336.38,AA,324,2023-11-04, 10:55
BBB,DDD,Y,R,290.92,AA,324,2023-11-04, 10:55
BBB,DDD,J,J,836.38,AA,324,2023-12-04, 10:55
BBB,DDD,Y,T,136.38,AA,324,2023-12-04, 10:55
BBB,DDD,Y,I,109.1,AA,324,2023-12-04, 10:55
BBB,DDD,Y,Q,154.56,AA,324,2023-12-04, 10:55
BBB,DDD,Y,P,172.74,AA,324,2023-12-04, 10:55
BBB,DDD,Y,O,245.47,AA,324,2023-12-04, 10:55
BBB,DDD,Y,N,218.2,AA,324,2023-12-04, 10:55
BBB,DDD,Y,L,336.38,AA,324,2023-12-04, 10:55
BBB,DDD,Y,V,190.92,AA,324,2023-12-04, 10:55
BBB,DDD,Y,P,172.74,AA,324,2023-10-05, 10:55
BBB,DDD,Y,Q,154.56,AA,324,2023-10-05, 10:55
BBB,DDD,Y,K,400.01,AA,324,2023-10-05, 10:55
BBB,DDD,Y,L,336.38,AA,324,2023-10-05, 10:55
BBB,DDD,Y,S,76.95,AA,324,2023-10-05, 10:55
BBB,DDD,Y,T,136.38,AA,324,2023-10-05, 10:55
BBB,DDD,Y,O,245.47,AA,324,2023-10-05, 10:55
BBB,DDD,Y,I,104.56,AA,324,2023-10-05, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-10-05, 10:55
BBB,DDD,Y,I,104.56,AA,324,2023-11-05, 10:55
BBB,DDD,Y,V,190.92,AA,324,2023-11-05, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-11-05, 10:55
BBB,DDD,Y,P,172.74,AA,324,2023-11-05, 10:55
BBB,DDD,Y,O,245.47,AA,324,2023-11-05, 10:55
BBB,DDD,Y,Q,154.56,AA,324,2023-11-05, 10:55
BBB,DDD,Y,X,,AA,324,2023-11-05, 10:55
BBB,DDD,J,D,395.76,AA,324,2023-11-05, 10:55
BBB,DDD,Y,E,263.65,AA,324,2023-11-05, 10:55
BBB,DDD,Y,L,336.38,AA,324,2023-11-05, 10:55
BBB,DDD,Y,N,218.2,AA,324,2023-11-05, 10:55
BBB,DDD,Y,Z,,AA,324,2023-11-05, 10:55
BBB,DDD,Y,T,136.38,AA,324,2023-11-05, 10:55
BBB,DDD,Y,Y,736.38,AA,324,2023-12-05, 10:55
BBB,DDD,J,D,395.76,AA,324,2023-12-05, 10:55
BBB,DDD,Y,O,245.47,AA,324,2023-12-05, 10:55
BBB,DDD,Y,I,109.1,AA,324,2023-12-05, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-12-05, 10:55
BBB,DDD,Y,V,190.92,AA,324,2023-12-05, 10:55
BBB,DDD,Y,P,172.74,AA,324,2023-12-05, 10:55
BBB,DDD,Y,T,136.38,AA,324,2023-12-05, 10:55
BBB,DDD,Y,N,218.2,AA,324,2023-12-05, 10:55
BBB,DDD,Y,L,336.38,AA,324,2023-12-05, 10:55
BBB,DDD,Y,Q,154.56,AA,324,2023-12-05, 10:55
BBB,DDD,Y,E,263.65,AA,324,2023-12-05, 10:55
BBB,DDD,Y,X,,AA,324,2023-12-05, 10:55
BBB,DDD,J,D,387.58,AA,324,2023-10-06, 10:55
BBB,DDD,Y,Q,156.38,AA,324,2023-10-06, 10:55
BBB,DDD,Y,P,175.47,AA,324,2023-10-06, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-10-06, 10:55
BBB,DDD,Y,V,193.65,AA,324,2023-10-06, 10:55
BBB,DDD,Y,I,109.1,AA,324,2023-10-06, 10:55
BBB,DDD,Y,T,138.2,AA,324,2023-10-06, 10:55
BBB,DDD,Y,N,220.92,AA,324,2023-10-06, 10:55
BBB,DDD,Y,X,,AA,324,2023-10-06, 10:55
BBB,DDD,Y,Z,,AA,324,2023-10-06, 10:55
BBB,DDD,Y,P,175.47,AA,324,2023-11-06, 10:55
BBB,DDD,Y,Q,156.38,AA,324,2023-11-06, 10:55
BBB,DDD,J,D,387.58,AA,324,2023-11-06, 10:55
BBB,DDD,Y,K,404.56,AA,324,2023-11-06, 10:55
BBB,DDD,Y,E,267.29,AA,324,2023-11-06, 10:55
BBB,DDD,Y,L,340.92,AA,324,2023-11-06, 10:55
BBB,DDD,Y,T,138.2,AA,324,2023-11-06, 10:55
BBB,DDD,Y,N,220.92,AA,324,2023-11-06, 10:55
BBB,DDD,Y,O,248.2,AA,324,2023-11-06, 10:55
BBB,DDD,Y,I,109.1,AA,324,2023-11-06, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-11-06, 10:55
BBB,DDD,Y,V,193.65,AA,324,2023-11-06, 10:55
BBB,DDD,Y,X,,AA,324,2023-11-06, 10:55
BBB,DDD,Y,Z,,AA,324,2023-11-06, 10:55
BBB,DDD,Y,V,193.65,AA,324,2023-12-06, 10:55
BBB,DDD,Y,I,109.1,AA,324,2023-12-06, 10:55
BBB,DDD,Y,P,175.47,AA,324,2023-12-06, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-12-06, 10:55
BBB,DDD,Y,O,248.2,AA,324,2023-12-06, 10:55
BBB,DDD,Y,Q,156.38,AA,324,2023-12-06, 10:55
BBB,DDD,Y,X,,AA,324,2023-12-06, 10:55
BBB,DDD,Y,K,404.56,AA,324,2023-12-06, 10:55
BBB,DDD,J,D,387.58,AA,324,2023-12-06, 10:55
BBB,DDD,Y,R,294.56,AA,324,2023-12-06, 10:55
BBB,DDD,Y,E,267.29,AA,324,2023-12-06, 10:55
BBB,DDD,Y,L,340.92,AA,324,2023-12-06, 10:55
BBB,DDD,Y,N,220.92,AA,324,2023-12-06, 10:55
BBB,DDD,Y,T,138.2,AA,324,2023-12-06, 10:55
BBB,DDD,Y,Q,160.01,AA,324,2023-11-07, 10:55
BBB,DDD,J,D,387.58,AA,324,2023-11-07, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-11-07, 10:55
BBB,DDD,Y,P,178.2,AA,324,2023-11-07, 10:55
BBB,DDD,Y,I,109.1,AA,324,2023-11-07, 10:55
BBB,DDD,Y,V,196.38,AA,324,2023-11-07, 10:55
BBB,DDD,Y,O,250.92,AA,324,2023-11-07, 10:55
BBB,DDD,Y,T,141.83,AA,324,2023-11-07, 10:55
BBB,DDD,Y,Z,,AA,324,2023-11-07, 10:55
BBB,DDD,Y,L,350.92,AA,324,2023-11-07, 10:55
BBB,DDD,Y,X,,AA,324,2023-11-07, 10:55
BBB,DDD,Y,P,178.2,AA,324,2023-12-07, 10:55
BBB,DDD,J,D,387.58,AA,324,2023-12-07, 10:55
BBB,DDD,Y,Q,160.01,AA,324,2023-12-07, 10:55
BBB,DDD,Y,X,,AA,324,2023-12-07, 10:55
BBB,DDD,Y,Z,,AA,324,2023-12-07, 10:55
BBB,DDD,Y,T,141.83,AA,324,2023-12-07, 10:55
BBB,DDD,Y,V,196.38,AA,324,2023-12-07, 10:55
BBB,DDD,Y,I,109.1,AA,324,2023-12-07, 10:55
BBB,DDD,Y,L,350.92,AA,324,2023-10-08, 10:55
BBB,DDD,Y,E,278.2,AA,324,2023-10-08, 10:55
BBB,DDD,Y,R,305.47,AA,324,2023-10-08, 10:55
BBB,DDD,Y,Q,160.01,AA,324,2023-10-08, 10:55
BBB,DDD,Y,G,179.8,AA,324,2023-10-08, 10:55
BBB,DDD,Y,T,141.83,AA,324,2023-10-08, 10:55
BBB,DDD,Y,Y,750.92,AA,324,2023-10-08, 10:55
BBB,DDD,Y,O,250.92,AA,324,2023-10-08, 10:55
BBB,DDD,Y,N,223.65,AA,324,2023-10-08, 10:55
BBB,DDD,J,D,383.65,AA,324,2023-10-08, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-10-08, 10:55
BBB,DDD,Y,P,178.2,AA,324,2023-10-08, 10:55
BBB,DDD,Y,I,104.75,AA,324,2023-10-08, 10:55
BBB,DDD,Y,V,196.38,AA,324,2023-10-08, 10:55
BBB,DDD,Y,X,,AA,324,2023-10-08, 10:55
BBB,DDD,Y,Z,,AA,324,2023-10-08, 10:55
BBB,DDD,Y,E,278.2,AA,324,2023-11-08, 10:55
BBB,DDD,Y,K,405.47,AA,324,2023-11-08, 10:55
BBB,DDD,Y,L,350.92,AA,324,2023-11-08, 10:55
BBB,DDD,Y,P,178.2,AA,324,2023-11-08, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-11-08, 10:55
BBB,DDD,Y,V,196.38,AA,324,2023-11-08, 10:55
BBB,DDD,Y,Q,160.01,AA,324,2023-11-08, 10:55
BBB,DDD,J,D,383.65,AA,324,2023-11-08, 10:55
BBB,DDD,Y,N,223.65,AA,324,2023-11-08, 10:55
BBB,DDD,Y,I,108.92,AA,324,2023-11-08, 10:55
BBB,DDD,Y,O,250.92,AA,324,2023-11-08, 10:55
BBB,DDD,Y,T,141.83,AA,324,2023-11-08, 10:55
BBB,DDD,Y,G,179.8,AA,324,2023-11-08, 10:55
BBB,DDD,Y,X,,AA,324,2023-11-08, 10:55
BBB,DDD,Y,Z,,AA,324,2023-11-08, 10:55
BBB,DDD,Y,Q,160.01,AA,324,2023-12-08, 10:55
BBB,DDD,J,D,383.65,AA,324,2023-12-08, 10:55
BBB,DDD,Y,P,178.2,AA,324,2023-12-08, 10:55
BBB,DDD,J,C,600.01,AA,324,2023-12-08, 10:55
BBB,DDD,Y,V,196.38,AA,324,2023-12-08, 10:55
BBB,DDD,Y,I,108.92,AA,324,2023-12-08, 10:55
BBB,DDD,Y,N,223.65,AA,324,2023-12-08, 10:55
BBB,DDD,Y,T,141.83,AA,324,2023-12-08, 10:55
BBB,DDD,Y,L,350.92,AA,324,2023-12-08, 10:55
BBB,DDD,Y,R,305.47,AA,324,2023-12-08, 10:55
BBB,DDD,Y,E,278.2,AA,324,2023-12-08, 10:55
BBB,DDD,Y,X,,AA,324,2023-12-08, 10:55
BBB,DDD,Y,Z,,AA,324,2023-12-08, 10:55
BBB,DDD,Y,L,344.77,AA,324,2023-10-09, 10:55
BBB,DDD,Y,G,179.8,AA,324,2023-10-09, 10:55
BBB,DDD,Y,N,217.5,AA,324,2023-10-09, 10:55
BBB,DDD,Y,T,135.68,AA,324,2023-10-09, 10:55
BBB,DDD,Y,O,244.77,AA,324,2023-10-09, 10:55
BBB,DDD,Y,H,462.95,AA,324,2023-10-09, 10:55
BBB,DDD,J,C,593.86,AA,324,2023-10-09, 10:55
BBB,DDD,Y,V,190.23,AA,324,2023-10-09, 10:55
BBB,DDD,Y,I,111.91,AA,324,2023-10-09, 10:55
BBB,DDD,J,J,839.32,AA,324,2023-10-09, 10:55
BBB,DDD,Y,P,172.05,AA,324,2023-10-09, 10:55
BBB,DDD,Y,K,399.32,AA,324,2023-10-09, 10:55
BBB,DDD,Y,Q,153.86,AA,324,2023-10-09, 10:55
BBB,DDD,J,D,466.59,AA,324,2023-10-09, 10:55
BBB,DDD,Y,E,272.05,AA,324,2023-10-09, 10:55
BBB,DDD,Y,X,,AA,324,2023-10-09, 10:55
BBB,DDD,Y,Y,744.77,AA,324,2023-11-09, 10:55
BBB,DDD,Y,T,135.68,AA,324,2023-11-09, 10:55
BBB,DDD,Y,Q,153.86,AA,324,2023-11-09, 10:55
BBB,DDD,Y,E,272.05,AA,324,2023-11-09, 10:55
BBB,DDD,Y,L,344.77,AA,324,2023-11-09, 10:55
BBB,DDD,Y,I,111.91,AA,324,2023-11-09, 10:55
BBB,DDD,Y,V,190.23,AA,324,2023-11-09, 10:55
BBB,DDD,J,C,593.86,AA,324,2023-11-09, 10:55
BBB,DDD,Y,P,172.05,AA,324,2023-11-09, 10:55
BBB,DDD,J,D,466.59,AA,324,2023-11-09, 10:55
BBB,DDD,Y,N,217.5,AA,324,2023-11-09, 10:55
BBB,DDD,Y,X,,AA,324,2023-11-09, 10:55
BBB,DDD,Y,Z,,AA,324,2023-11-09, 10:55
BBB,DDD,Y,L,344.77,AA,324,2023-12-09, 10:55
BBB,DDD,Y,K,399.32,AA,324,2023-12-09, 10:55
BBB,DDD,J,J,839.32,AA,324,2023-12-09, 10:55
BBB,DDD,J,D,466.59,AA,324,2023-12-09, 10:55
BBB,DDD,Y,Q,153.86,AA,324,2023-12-09, 10:55
BBB,DDD,Y,V,190.23,AA,324,2023-12-09, 10:55
BBB,DDD,J,C,593.86,AA,324,2023-12-09, 10:55
BBB,DDD,Y,P,172.05,AA,324,2023-12-09, 10:55
BBB,DDD,Y,I,109.3,AA,324,2023-12-09, 10:55
BBB,DDD,Y,T,135.68,AA,324,2023-12-09, 10:55
BBB,DDD,Y,Z,,AA,324,2023-12-09, 10:55
BBB,DDD,Y,X,,AA,324,2023-12-09, 10:55
BBB,DDD,Y,O,244.77,AA,324,2023-09-21, 10:55
BBB,DDD,Y,T,135.68,AA,324,2023-09-21, 10:55
BBB,DDD,Y,N,217.5,AA,324,2023-09-21, 10:55
BBB,DDD,Y,L,344.77,AA,324,2023-09-21, 10:55
BBB,DDD,Y,E,272.05,AA,324,2023-09-21, 10:55
BBB,DDD,Y,R,299.32,AA,324,2023-09-21, 10:55
BBB,DDD,J,D,466.59,AA,324,2023-09-21, 10:55
BBB,DDD,Y,Q,153.86,AA,324,2023-09-21, 10:55
BBB,DDD,Y,P,172.05,AA,324,2023-09-21, 10:55
BBB,DDD,Y,I,111.89,AA,324,2023-09-21, 10:55
BBB,DDD,Y,V,190.23,AA,324,2023-09-21, 10:55
BBB,DDD,J,C,593.86,AA,324,2023-09-21, 10:55
BBB,DDD,Y,X,,AA,324,2023-09-21, 10:55
BBB,DDD,Y,Z,,AA,324,2023-09-21, 10:55
BBB,DDD,Y,Z,,AA,326,2023-10-01, 11:55
BBB,DDD,Y,L,327.29,AA,326,2023-10-01, 11:55
BBB,DDD,Y,X,,AA,326,2023-10-01, 11:55
BBB,DDD,Y,K,372.74,AA,326,2023-10-01, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-10-01, 11:55
BBB,DDD,Y,H,463.65,AA,326,2023-10-01, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-10-01, 11:55
BBB,DDD,Y,S,90.92,AA,326,2023-10-01, 11:55
BBB,DDD,Y,E,245.47,AA,326,2023-10-01, 11:55
BBB,DDD,Y,R,281.83,AA,326,2023-10-01, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-10-01, 11:55
BBB,DDD,J,D,414.07,AA,326,2023-10-01, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-10-01, 11:55
BBB,DDD,J,C,572.74,AA,326,2023-10-01, 11:55
BBB,DDD,Y,O,227.29,AA,326,2023-10-01, 11:55
BBB,DDD,Y,N,209.1,AA,326,2023-10-01, 11:55
BBB,DDD,Y,Y,736.38,AA,326,2023-11-01, 11:55
BBB,DDD,Y,Z,,AA,326,2023-11-01, 11:55
BBB,DDD,Y,N,209.1,AA,326,2023-11-01, 11:55
BBB,DDD,Y,O,227.29,AA,326,2023-11-01, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-11-01, 11:55
BBB,DDD,J,C,572.74,AA,326,2023-11-01, 11:55
BBB,DDD,J,D,414.07,AA,326,2023-11-01, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-11-01, 11:55
BBB,DDD,Y,R,281.83,AA,326,2023-11-01, 11:55
BBB,DDD,Y,E,245.47,AA,326,2023-11-01, 11:55
BBB,DDD,Y,S,90.92,AA,326,2023-11-01, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-11-01, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-11-01, 11:55
BBB,DDD,Y,X,,AA,326,2023-11-01, 11:55
BBB,DDD,Y,K,372.74,AA,326,2023-11-01, 11:55
BBB,DDD,Y,L,327.29,AA,326,2023-11-01, 11:55
BBB,DDD,Y,L,327.29,AA,326,2023-12-01, 11:55
BBB,DDD,Y,O,227.29,AA,326,2023-12-01, 11:55
BBB,DDD,Y,N,209.1,AA,326,2023-12-01, 11:55
BBB,DDD,J,D,414.07,AA,326,2023-12-01, 11:55
BBB,DDD,J,C,572.74,AA,326,2023-12-01, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-12-01, 11:55
BBB,DDD,Y,R,281.83,AA,326,2023-12-01, 11:55
BBB,DDD,Y,E,245.47,AA,326,2023-12-01, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-12-01, 11:55
BBB,DDD,Y,I,109.1,AA,326,2023-12-01, 11:55
BBB,DDD,J,J,836.38,AA,326,2023-12-01, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-12-01, 11:55
BBB,DDD,J,D,413.88,AA,326,2023-10-02, 11:55
BBB,DDD,Y,I,109.1,AA,326,2023-10-02, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-10-02, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-10-02, 11:55
BBB,DDD,Y,G,179.8,AA,326,2023-10-02, 11:55
BBB,DDD,Y,N,209.1,AA,326,2023-10-02, 11:55
BBB,DDD,Y,L,327.29,AA,326,2023-10-02, 11:55
BBB,DDD,Y,Z,,AA,326,2023-10-02, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-10-02, 11:55
BBB,DDD,Y,E,245.47,AA,326,2023-10-02, 11:55
BBB,DDD,Y,R,281.83,AA,326,2023-10-02, 11:55
BBB,DDD,Y,X,,AA,326,2023-10-02, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-10-02, 11:55
BBB,DDD,Y,O,227.29,AA,326,2023-10-02, 11:55
BBB,DDD,J,C,572.74,AA,326,2023-10-02, 11:55
BBB,DDD,J,J,836.38,AA,326,2023-11-02, 11:55
BBB,DDD,Y,Z,,AA,326,2023-11-02, 11:55
BBB,DDD,J,D,413.88,AA,326,2023-11-02, 11:55
BBB,DDD,Y,L,327.29,AA,326,2023-11-02, 11:55
BBB,DDD,Y,X,,AA,326,2023-11-02, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-11-02, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-11-02, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-11-02, 11:55
BBB,DDD,J,C,572.74,AA,326,2023-11-02, 11:55
BBB,DDD,Y,I,109.1,AA,326,2023-11-02, 11:55
BBB,DDD,Y,O,227.29,AA,326,2023-11-02, 11:55
BBB,DDD,Y,N,209.1,AA,326,2023-11-02, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-11-02, 11:55
BBB,DDD,Y,Y,736.38,AA,326,2023-12-02, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-12-02, 11:55
BBB,DDD,Y,G,179.8,AA,326,2023-12-02, 11:55
BBB,DDD,Y,H,463.65,AA,326,2023-12-02, 11:55
BBB,DDD,Y,I,109.1,AA,326,2023-12-02, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-12-02, 11:55
BBB,DDD,Y,K,372.74,AA,326,2023-12-02, 11:55
BBB,DDD,Y,X,,AA,326,2023-12-02, 11:55
BBB,DDD,Y,L,327.29,AA,326,2023-12-02, 11:55
BBB,DDD,Y,Z,,AA,326,2023-12-02, 11:55
BBB,DDD,Y,N,209.1,AA,326,2023-12-02, 11:55
BBB,DDD,Y,O,227.29,AA,326,2023-12-02, 11:55
BBB,DDD,J,C,572.74,AA,326,2023-12-02, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-12-02, 11:55
BBB,DDD,J,D,413.88,AA,326,2023-12-02, 11:55
BBB,DDD,Y,E,245.47,AA,326,2023-12-02, 11:55
BBB,DDD,Y,R,281.83,AA,326,2023-12-02, 11:55
BBB,DDD,J,J,836.38,AA,326,2023-10-03, 11:55
BBB,DDD,Y,S,90.92,AA,326,2023-10-03, 11:55
BBB,DDD,Y,I,109.1,AA,326,2023-10-03, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-10-03, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-10-03, 11:55
BBB,DDD,Y,N,218.2,AA,326,2023-10-03, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-10-03, 11:55
BBB,DDD,J,C,600.01,AA,326,2023-10-03, 11:55
BBB,DDD,Y,O,245.47,AA,326,2023-10-03, 11:55
BBB,DDD,Y,X,,AA,326,2023-10-03, 11:55
BBB,DDD,Y,L,336.38,AA,326,2023-10-03, 11:55
BBB,DDD,Y,E,263.65,AA,326,2023-10-03, 11:55
BBB,DDD,J,D,452.59,AA,326,2023-10-03, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-10-03, 11:55
BBB,DDD,Y,R,290.92,AA,326,2023-10-03, 11:55
BBB,DDD,Y,S,90.92,AA,326,2023-11-03, 11:55
BBB,DDD,J,D,452.59,AA,326,2023-11-03, 11:55
BBB,DDD,Y,I,109.1,AA,326,2023-11-03, 11:55
BBB,DDD,Y,N,218.2,AA,326,2023-11-03, 11:55
BBB,DDD,Y,L,336.38,AA,326,2023-11-03, 11:55
BBB,DDD,Y,Z,,AA,326,2023-11-03, 11:55
BBB,DDD,Y,X,,AA,326,2023-11-03, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-11-03, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-11-03, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-11-03, 11:55
BBB,DDD,Y,R,290.92,AA,326,2023-11-03, 11:55
BBB,DDD,Y,E,263.65,AA,326,2023-11-03, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-11-03, 11:55
BBB,DDD,J,C,600.01,AA,326,2023-11-03, 11:55
BBB,DDD,Y,Z,,AA,326,2023-12-03, 11:55
BBB,DDD,Y,L,336.38,AA,326,2023-12-03, 11:55
BBB,DDD,Y,X,,AA,326,2023-12-03, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-12-03, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-12-03, 11:55
BBB,DDD,J,C,600.01,AA,326,2023-12-03, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-12-03, 11:55
BBB,DDD,Y,I,109.1,AA,326,2023-12-03, 11:55
BBB,DDD,Y,O,245.47,AA,326,2023-12-03, 11:55
BBB,DDD,Y,N,218.2,AA,326,2023-12-03, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-12-03, 11:55
BBB,DDD,Y,O,245.47,AA,326,2023-10-04, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-10-04, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-10-04, 11:55
BBB,DDD,Y,X,,AA,326,2023-10-04, 11:55
BBB,DDD,Y,E,263.65,AA,326,2023-10-04, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-10-04, 11:55
BBB,DDD,Y,N,218.2,AA,326,2023-10-04, 11:55
BBB,DDD,Y,Y,736.38,AA,326,2023-11-04, 11:55
BBB,DDD,J,D,452.59,AA,326,2023-11-04, 11:55
BBB,DDD,Y,N,218.2,AA,326,2023-11-04, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-11-04, 11:55
BBB,DDD,Y,Z,,AA,326,2023-11-04, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-11-04, 11:55
BBB,DDD,J,C,600.01,AA,326,2023-11-04, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-11-04, 11:55
BBB,DDD,Y,O,245.47,AA,326,2023-11-04, 11:55
BBB,DDD,Y,X,,AA,326,2023-11-04, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-11-04, 11:55
BBB,DDD,Y,S,90.92,AA,326,2023-11-04, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-12-04, 11:55
BBB,DDD,Y,I,109.1,AA,326,2023-12-04, 11:55
BBB,DDD,Y,G,179.8,AA,326,2023-12-04, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-12-04, 11:55
BBB,DDD,Y,N,218.2,AA,326,2023-12-04, 11:55
BBB,DDD,Y,L,336.38,AA,326,2023-12-04, 11:55
BBB,DDD,Y,X,,AA,326,2023-12-04, 11:55
BBB,DDD,Y,E,263.65,AA,326,2023-12-04, 11:55
BBB,DDD,J,D,405.52,AA,326,2023-12-04, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-12-04, 11:55
BBB,DDD,J,C,600.01,AA,326,2023-12-04, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-12-04, 11:55
BBB,DDD,Y,O,245.47,AA,326,2023-12-04, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-10-05, 11:55
BBB,DDD,J,D,395.76,AA,326,2023-10-05, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-10-05, 11:55
BBB,DDD,Y,X,,AA,326,2023-10-05, 11:55
BBB,DDD,Y,S,76.95,AA,326,2023-10-05, 11:55
BBB,DDD,Y,Z,,AA,326,2023-10-05, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-10-05, 11:55
BBB,DDD,Y,O,245.47,AA,326,2023-10-05, 11:55
BBB,DDD,Y,I,104.56,AA,326,2023-10-05, 11:55
BBB,DDD,Y,I,104.56,AA,326,2023-11-05, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-11-05, 11:55
BBB,DDD,J,C,600.01,AA,326,2023-11-05, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-11-05, 11:55
BBB,DDD,Y,O,245.47,AA,326,2023-11-05, 11:55
BBB,DDD,Y,Q,154.56,AA,326,2023-11-05, 11:55
BBB,DDD,Y,X,,AA,326,2023-11-05, 11:55
BBB,DDD,J,D,395.76,AA,326,2023-11-05, 11:55
BBB,DDD,Y,L,336.38,AA,326,2023-11-05, 11:55
BBB,DDD,Y,N,218.2,AA,326,2023-11-05, 11:55
BBB,DDD,Y,T,136.38,AA,326,2023-11-05, 11:55
BBB,DDD,Y,O,245.47,AA,326,2023-12-05, 11:55
BBB,DDD,Y,I,109.1,AA,326,2023-12-05, 11:55
BBB,DDD,J,C,600.01,AA,326,2023-12-05, 11:55
BBB,DDD,Y,V,190.92,AA,326,2023-12-05, 11:55
BBB,DDD,Y,P,172.74,AA,326,2023-12-05, 11:55
